UserId,Products
11695,"[11139192,11141306,11659178,12371308]"
11740,"[11141324,11141324,11141324,11407172]"
11745,"[11659222,11148888,11407158,11603770]"
11762,"[11148888,11141324,11237172,11659018]"
11771,"[11659244,11148888,11460806,11360672]"
11813,"[11139192,11245914,11360728,12658406]"
11816,"[11659236,11141330,12360444,11237196]"
11850,"[11139192,11147252,11237172,11659362]"
11860,"[11139192,11360870,11335962,11360912]"
11866,"[11139192,11603796,11460810,11460972]"
11867,"[11139192,12657732,11659000,11141330]"
11885,"[11360760,11407264,12371244,11145740]"
11900,"[11148922,11603798,11335962,12371370]"
1191,"[11407102,11481076,11360942,11147312]"
11918,"[11407150,11460766,11460766,11141330]"
11929,"[11237196,11360912,12322658,11237196]"
11938,"[11658996,11659936,11658996,11407198]"
11950,"[11659456,11659918,11407224,11144260]"
11951,"[11141324,11141324,11659688,13202644]"
11953,"[11659020,11335962,11148888,11149026]"
11956,"[11139192,12407148,11141324,11659972]"
11962,"[11139192,11237172,11141346,11148888]"
11965,"[11407264,11360760,11245914,11407278]"
11970,"[11659544,11407170,11481050,11659544]"
12002,"[11659548,11360998,11659548,11481080]"
12006,"[11659652,11659590,11148888,11145600]"
12023,"[11147290,11659030,11141346,11360776]"
12025,"[12658182,11659780,11460806,12310302]"
1203,"[11139192,11148888,11237172,11659000]"
12044,"[11659240,11237172,11659216,12407148]"
12052,"[11360964,11141320,11148888,11659998]"
12067,"[11460854,11659216,11659292,11139524]"
12071,"[11659166,11360886,11148888,11145626]"
12076,"[11659178,11145744,12407702,12407752]"
12082,"[11360886,12371362,11407098,11360848]"
12089,"[11139192,11245914,11141306,11659646]"
12098,"[11139192,11141346,11481078,11141324]"
1210,"[11461022,11148888,11407170,11603772]"
12102,"[11407162,11360738,12407042,11360994]"
12107,"[13202642,11360870,11141324,12407042]"
12113,"[12396536,11659020,11145600,11714680]"
1213,"[11659156,11460738,11659000,11460972]"
12139,"[11659764,11660198,11237172,11659548]"
12143,"[11658996,11658996,11659118,11659570]"
12146,"[11139192,11658986,11360894,11360760]"
12147,"[11360854,11147512,11407134,11360760]"
12152,"[11139192,11407140,11148888,11659000]"
12157,"[11360760,11360912,11360728,11407264]"
12164,"[11139192,11460738,11360640,11407134]"
12189,"[11139192,11141346,11144260,11659236]"
12240,"[11659456,11659630,11245914,11659538]"
12247,"[12658004,12658004,12407400,11714458]"
12253,"[11461022,11460738,11245914,11461022]"
12267,"[11361056,11360882,11360894,11360760]"
12275,"[13038820,11360696,12371370,11245914]"
1228,"[11659024,11481000,11659590,11659914]"
12285,"[11360878,11659142,11335966,11141324]"
1229,"[11141644,11360760,11335966,11659046]"
12292,"[12322658,11245914,11237196,12371376]"
12299,"[11145740,11460738,11659806,11148888]"
123,"[11360810,11360854,11360810,11360760]"
12316,"[12657334,11245914,11460738,11360858]"
1232,"[11139192,11237172,11148888,11407272]"
12339,"[11659582,11141324,11360880,11335962]"
12353,"[11460854,11141330,11360642,12360424]"
12354,"[11659586,11407236,12371342,11659644]"
12365,"[11659520,12407132,12407132,11360882]"
12372,"[11407242,11460738,12657618,11659234]"
1239,"[11139192,11659794,11714428,11659840]"
12412,"[11139192,12436456,11659990,11659538]"
12445,"[11659090,11658950,11461012,11659552]"
12457,"[11659570,11360912,11141330,11460972]"
12459,"[11659406,11148888,11145640,11460806]"
12466,"[11139192,12436456,11360778,11360882]"
12474,"[11139192,11659046,11659088,11460972]"
12482,"[11139192,11141324,11139194,11141346]"
12483,"[11460854,11139524,11407114,11141324]"
12502,"[11139192,12407742,11659646,11237172]"
12509,"[11460990,11460968,11460990,11603796]"
12511,"[11139192,11141644,11407172,11460680]"
12516,"[11148982,11659044,11335966,11461014]"
12519,"[11659886,12407042,11659452,12360390]"
12535,"[11460902,11360912,11147512,11407392]"
12539,"[11659464,11148888,12658406,11460738]"
12548,"[11659036,12406970,11360912,11360860]"
12549,"[11659240,11659062,11360738,11139524]"
12552,"[11461014,11461022,11145748,11659934]"
12562,"[11659432,11659646,11660000,11659306]"
12567,"[11659652,11659616,11245914,11144260]"
12585,"[11714428,11148888,11237172,11360738]"
1259,"[11139192,11360942,11407224,11141346]"
12607,"[11139192,11148888,11237172,11658982]"
12625,"[12406972,11460696,11659470,11660080]"
12659,"[11659764,11141346,11659764,11141328]"
12666,"[12406976,11245914,11460972,11335962]"
12672,"[11659238,11141328,11460978,12360444]"
12709,"[11148854,11148854,11659048,11659538]"
12722,"[11145654,11360928,11144260,11659606]"
12726,"[11659860,11659004,11407476,11141346]"
12734,"[12407924,11460968,11141338,11603798]"
12741,"[11237196,12360436,11237196,11659536]"
12757,"[11360694,11660142,11660140,11360738]"
12758,"[12360432,11360778,11141306,11360672]"
1277,"[11361050,11147290,11148888,11335962]"
12779,"[11139192,11659546,11360680,11407172]"
12798,"[11360728,11360728,11659544,11460810]"
12808,"[11237194,11237194,11659310,11145624]"
12825,"[11659774,11460972,11148888,11659020]"
12831,"[12407154,11407224,11603772,11659544]"
12833,"[11139192,11148888,11245914,11360928]"
1284,"[11139192,11659146,11659432,11361054]"
12845,"[11139192,11360738,12407132,11659246]"
12850,"[11139192,11148888,12406976,12657338]"
12865,"[11139192,11659238,11461038,11659642]"
12868,"[11360778,11360778,11460738,11360778]"
12869,"[11714458,11360882,11148440,11460696]"
12870,"[12371376,11659282,12360444,12360444]"
12896,"[11407216,11141538,11245914,11407194]"
12906,"[11659282,11148888,11141346,11460738]"
12912,"[11659216,11461022,11659206,11360934]"
12919,"[11139192,11245914,11461012,11360760]"
12924,"[11360704,11141324,11460738,11360928]"
12930,"[11659646,11659616,12407726,11245914]"
12932,"[11139192,11360968,11407170,11147512]"
12964,"[11139192,11660080,11714458,11237192]"
12965,"[11659734,11148888,11245914,11460972]"
12977,"[11659604,11335962,12322658,11460978]"
12981,"[11141346,12360390,11139194,12658616]"
12990,"[11139192,11237172,11147268,11360760]"
12993,"[11360828,11145624,11461004,11407162]"
13009,"[11659954,11148888,11360872,11714428]"
13017,"[11360828,11148888,11335962,11407198]"
13022,"[11237194,11148888,11659764,12360426]"
13024,"[11659548,11141346,11360738,11460738]"
13038,"[11361046,11148888,11659178,11237172]"
13050,"[12407308,12657538,11407158,11360718]"
13055,"[11139192,11360640,11360760,11481024]"
13062,"[11139192,11360660,11361056,11360882]"
13066,"[11139192,11141306,11714318,11659624]"
13138,"[11480974,11360966,11360882,11360872]"
1318,"[11360912,11145640,11141346,11351668]"
13207,"[11139192,11659590,11659764,11659764]"
13232,"[11139192,11659646,11148888,11659464]"
13234,"[11139192,11480992,11658982,11714428]"
13235,"[11407170,11139192,11460972,11237196]"
13238,"[11461022,11360870,11461022,11659998]"
13250,"[11659066,11659066,11237194,11407222]"
13258,"[11660080,11237172,12406972,11145624]"
13267,"[11659284,11659284,11481094,11407114]"
13275,"[11659546,12657876,11460738,11245914]"
1329,"[11407242,12407880,11237172,11360882]"
13298,"[11141644,11335966,11659000,11360932]"
13304,"[11659764,11360728,12407116,11148888]"
13316,"[11139192,11659538,11460972,11360760]"
13320,"[11659052,11659048,11659688,11360894]"
13321,"[11659554,11659538,11460968,11460738]"
13323,"[11659242,11148888,11141346,11407158]"
13324,"[11360662,12657766,11714458,11714458]"
13342,"[11360728,11360728,11360776,11141346]"
13346,"[11237196,11360738,11659030,12406882]"
13355,"[11659236,11335962,11360912,11141330]"
13359,"[11139192,11148888,11335962,11147268]"
13361,"[12407852,11148888,11659548,11237172]"
13366,"[11659836,11139194,11659538,11407382]"
13369,"[11407158,11237172,11141308,11360854]"
13372,"[11481080,11659112,11659548,11407224]"
13374,"[11360860,11659972,11360912,11659006]"
13379,"[11141306,11148888,11147512,11237172]"
13386,"[12407408,11145626,11659562,11659734]"
13396,"[11481008,11659060,11360894,11360738]"
13411,"[11407150,11658982,11335962,11659222]"
13422,"[11361046,11659626,11460972,11148888]"
13427,"[11361044,11141346,11659346,11460676]"
13430,"[11659860,13038952,12406976,11407242]"
13457,"[11335962,11148888,11245914,11141346]"
13473,"[12995908,13038948,12396536,11659886]"
13478,"[11659036,11460910,11360968,12407006]"
13490,"[11361046,11360812,11659302,11147268]"
13510,"[11360648,11360760,11659950,12360388]"
13535,"[11139192,11659646,11141306,11245914]"
13538,"[11139192,12407042,12988634,11659000]"
13552,"[11139192,11659310,11360868,11237196]"
13572,"[11659006,11141320,11659314,11659006]"
1358,"[12657712,11148888,11245914,12407084]"
13588,"[11237196,11141346,11145600,11460978]"
13591,"[12360452,11148888,11460972,11245914]"
13598,"[12407924,11460968,11245914,12407924]"
13599,"[11659588,11147292,11360738,11360942]"
13601,"[11139192,12658282,11407224,11148888]"
13650,"[11139192,11148888,11245914,11237172]"
13657,"[11659072,11659088,11148888,11237172]"
13661,"[11659092,11659824,11148888,11407264]"
13681,"[11407262,11659716,11407208,11659064]"
13689,"[11139192,11141324,11148888,11141338]"
13708,"[11139192,11407476,11148888,11407098]"
13736,"[11139192,11148888,11237172,11141330]"
13743,"[11139192,11460914,11460738,11145740]"
13747,"[11360886,11407198,11335966,11407262]"
13748,"[11460864,11659340,11145624,11659966]"
13749,"[11139192,11245914,11460738,11460972]"
13755,"[11139192,11360928,11481024,11245914]"
13761,"[11139192,11148888,11141330,11659006]"
13763,"[11659552,11360882,11659552,11361058]"
13774,"[11658984,11141330,11481068,12360438]"
1378,"[11659546,11659238,11460990,11141346]"
13822,"[11659236,11659236,11659236,11147268]"
13829,"[11659996,11659224,11360912,11141324]"
13830,"[11360912,11147292,11145762,11658984]"
13840,"[11659608,11237196,11237192,11360878]"
13849,"[12407006,11360738,11141346,11659806]"
13853,"[11659576,11659422,11361054,11659606]"
13856,"[11659554,11360912,11659554,12407760]"
1386,"[11360760,11360760,11148888,12407154]"
1387,"[11139192,12658282,11360828,11658992]"
13883,"[11139192,11659024,11460968,11141346]"
13890,"[11360872,11139192,11360728,11360928]"
13897,"[11139192,11460696,11659470,12406972]"
13899,"[11139192,11659046,11407436,11141306]"
13916,"[11139192,11360738,11407382,12360424]"
13919,"[11407236,11360870,12406948,11659004]"
13927,"[11147290,11147290,11360872,11659246]"
13928,"[11714428,11245914,11148888,11659582]"
13935,"[11407170,11460738,11245914,11360928]"
1394,"[11660100,12658512,11148888,11660120]"
13941,"[11360966,11237144,11360708,11659542]"
13948,"[11659902,11360878,12657780,11360640]"
13950,"[11660006,12658204,11660156,11141306]"
13982,"[11139192,11659570,12657724,11659106]"
13987,"[11351668,11141330,11141346,11141324]"
13997,"[11659540,13038820,11145600,11360878]"
14012,"[11603796,11360912,11460928,11141346]"
14034,"[11360906,11141346,11360994,11659244]"
14038,"[11148888,11148888,11460902,11141306]"
14046,"[11659950,11659950,11360758,11461040]"
14065,"[12407600,11335966,11460952,11360760]"
14069,"[11407162,11360912,11360722,11659936]"
14076,"[11407194,11659306,11141346,11141328]"
14083,"[11460792,11147512,11407150,11659538]"
14086,"[11481020,11360884,11148854,12360462]"
14122,"[11659706,11407098,11659520,11351668]"
14139,"[11660092,11147268,11714458,11660102]"
14145,"[11360882,11659902,11407172,11407212]"
14157,"[11460910,11237196,12360426,12371374]"
14164,"[11407436,11148888,11407436,11360880]"
14181,"[11237196,11360884,11360912,12407730]"
1419,"[12657768,12658512,11460806,12407154]"
14197,"[11139192,12360444,11237196,11460926]"
14198,"[11659688,11335962,11460780,11360728]"
1421,"[11145666,11360860,11360854,11145664]"
14210,"[11659332,12360436,11659420,11141328]"
14216,"[12407042,12657356,11659824,11659248]"
14234,"[11360968,11141330,11360912,11659548]"
14235,"[11659238,11141320,11659238,11659236]"
14236,"[11659232,11360878,11148888,12360390]"
14246,"[12371314,12657338,11659204,12407014]"
14273,"[11360974,11659860,11360722,11659606]"
14313,"[11148922,11658946,11245920,11141330]"
14333,"[11659642,11147290,11144260,11660080]"
14337,"[11360778,11139524,11659812,11360928]"
14338,"[11360886,12406966,11141326,11148888]"
14343,"[12360444,11407170,11361056,11460738]"
14345,"[11407098,11148888,11145624,11360928]"
14353,"[12407800,11245914,11237172,11360884]"
14354,"[11139192,11237172,11460738,11148888]"
14357,"[11139192,11460968,11407476,11659238]"
14373,"[11139192,11460766,11141306,12407116]"
14383,"[11139192,11141330,11141346,11460968]"
14393,"[11139192,11659146,11145744,11407224]"
14409,"[11659062,11460954,11407098,11141346]"
14411,"[11358628,11360928,11360738,11245914]"
14414,"[12360392,11407262,11659706,11652758]"
1442,"[11145600,11141346,11245914,11148888]"
1444,"[12407178,12407436,11659004,11659686]"
14447,"[11658982,11335962,11141330,11237172]"
14452,"[11139192,11659646,11659346,12407698]"
14488,"[11139192,11145624,11351668,11461040]"
14499,"[11139192,11659652,11659346,11460738]"
14500,"[11139192,11659236,11360642,11360738]"
14508,"[11139192,11407162,11360828,11460766]"
1451,"[11139192,13038854,11360760,11659006]"
14521,"[11139192,11460928,11659562,11351668]"
14523,"[11659004,11659004,11148888,11659966]"
14525,"[11360828,11360738,11360828,11335964]"
14537,"[11145748,11237172,11361056,11360884]"
14548,"[11141324,11461040,11659716,11141324]"
14549,"[11141330,11659734,11481072,11245914]"
14551,"[11603796,11659538,11659980,11659554]"
14563,"[12657334,11460738,11659538,12371376]"
14580,"[12407228,11461022,11659034,11407272]"
14584,"[11139192,12407832,11659244,11659980]"
14609,"[11139192,11659646,11460972,11659240]"
14610,"[11139192,11658998,11460914,11659554]"
14613,"[11407150,11660136,11237172,11659764]"
14615,"[11659004,11148888,11335962,11335966]"
14627,"[11659548,11460738,11245914,11659812]"
14634,"[11407382,11407382,11141306,11145664]"
14654,"[11658994,11145664,11407272,11145702]"
14681,"[11481072,11360728,11360894,11659178]"
14699,"[11460678,11147512,11360912,11360764]"
14706,"[11659020,11460766,12406940,11360880]"
14731,"[11148982,11148888,12657538,11460854]"
14738,"[11139192,11148888,11141346,11360778]"
14764,"[11139192,11145740,11659686,11245914]"
14773,"[12371288,11145624,11141324,11360912]"
14776,"[11603770,11145624,11360848,11407436]"
14780,"[11360880,11145762,11660128,11360692]"
14786,"[11659138,11148888,11659046,11237172]"
14808,"[12407346,11460678,11659432,11407098]"
14829,"[11659208,12657642,11659000,11659036]"
14844,"[11659250,11659250,11360860,11141346]"
14857,"[11659000,11659456,11141330,11659456]"
14865,"[11407374,11147292,11335966,11360894]"
14867,"[11659808,11659248,11659432,11360884]"
14885,"[11139192,11148888,11659314,11141346]"
14889,"[11139192,12360424,11460902,11360738]"
14910,"[11659582,11141346,11360884,12407800]"
1493,"[11714462,11245914,11145624,11658996]"
14945,"[11659548,11460978,12360444,11659544]"
14946,"[11658950,11245914,11148888,12360372]"
14949,"[11460954,11148888,11461012,11659538]"
14956,"[12657384,11148888,11460972,11659158]"
14960,"[11139192,11360884,11659004,11658992]"
14965,"[11659490,11360912,11659918,11407162]"
14977,"[11139194,11141330,11148888,11141330]"
14994,"[11360848,11360848,11148954,11360846]"
15,"[12407864,11659218,11245914,11659000]"
15010,"[11360770,11360942,11360738,11148440]"
15017,"[12371302,11245914,11658984,11659686]"
1503,"[11659340,11145624,12406880,12406880]"
15030,"[11141330,11141324,11141330,11351668]"
15031,"[11460966,11460738,11659538,11659538]"
15039,"[11237072,11407170,11141346,11360934]"
15067,"[11139192,11659960,11520046,11460738]"
15075,"[11139560,11145624,11148922,11659950]"
15079,"[11659616,11659818,11659616,11148514]"
15093,"[11659124,11407194,11659048,11237172]"
15107,"[12657594,12657750,11659240,11141320]"
15117,"[11139560,11360956,11360912,11145624]"
15127,"[11659554,11141346,11148888,11237196]"
15129,"[11460792,11360966,11360828,11659042]"
15130,"[11245920,11148888,11237172,11150096]"
1515,"[11141328,11360882,12360398,11659542]"
15157,"[11659338,11460696,11659000,11141330]"
15175,"[11660192,11141324,11139560,11360668]"
15177,"[11659550,11659812,11659550,11460738]"
15204,"[11659432,11145624,11148888,11407098]"
15205,"[12407398,11659292,11407208,11659686]"
15211,"[12360438,11460806,11659292,12360376]"
15226,"[12371326,11360692,11144260,11460854]"
15250,"[11139192,11335962,11460738,11460972]"
15266,"[11139192,11141330,11659042,11659272]"
15269,"[11139192,11141346,11141328,11659602]"
15275,"[11360878,11148888,11360912,11237196]"
15286,"[11659950,11659950,11145624,11659050]"
15291,"[11139192,11360728,11245914,11360998]"
15307,"[11139192,11407134,12407878,11360884]"
15308,"[11139192,11141306,11360738,11481000]"
15319,"[12371296,11148888,12657532,11659000]"
1532,"[11360684,11245914,11660120,11360966]"
15327,"[11139192,11141324,11360738,11360878]"
15333,"[12657366,11148888,11141326,11659000]"
15335,"[11407182,11407182,11237192,12407880]"
15339,"[12371244,11245914,12407042,11714422]"
15351,"[12988634,11659000,11141324,11407224]"
15353,"[11139192,11407224,11659000,11407170]"
15366,"[11139192,11714576,11148888,11659238]"
15378,"[11659208,11659208,11460738,11659538]"
15405,"[11139192,11139192,11659422,11659342]"
15414,"[11139192,11659020,11659548,11360880]"
15417,"[11139192,12406972,11660094,11603798]"
15425,"[11139192,11148888,11351668,11141538]"
15435,"[11659624,11660128,11481024,11659422]"
15440,"[11407264,12657534,12407450,12407380]"
15454,"[11360848,11139192,11237196,11407436]"
15459,"[11407246,11659090,11145600,11407280]"
1546,"[11407204,11659432,11147290,11141346]"
15466,"[12407030,11360964,11659538,11658984]"
15490,"[11659124,11659798,11148888,11335964]"
15494,"[12407154,11245914,12657768,12657334]"
15506,"[11659110,11659142,11145748,11360878]"
15510,"[11659618,11360738,11245914,11237172]"
15522,"[11659860,11141346,11147292,11145666]"
15523,"[11237196,11139194,11141330,11148888]"
15532,"[11659710,11659570,11237172,11658986]"
15545,"[11461012,12360372,11659210,11145748]"
15549,"[11407270,11659006,11245914,11659646]"
15553,"[11659106,11360760,12407116,11148888]"
1556,"[11237196,11360878,11360828,11360912]"
15566,"[11360660,11659020,11360882,11147290]"
1557,"[11659158,11148888,12322666,11520046]"
15574,"[11659530,11360760,11141306,11460972]"
15597,"[11659180,11148888,11460738,11141346]"
1560,"[11360894,11148888,11659582,12396536]"
15616,"[11139192,11360780,11148982,11659104]"
15634,"[12657552,11407272,11360884,11148888]"
15638,"[11360848,11360848,11659860,11148954]"
15643,"[11660048,11660054,11659240,11660046]"
15654,"[11139192,11360860,11360760,11659236]"
15658,"[11139192,11141346,11659688,11461004]"
15661,"[11139192,11141346,12407742,11659292]"
15665,"[11139192,11237172,11148888,12657618]"
15676,"[11139192,11460952,11407392,11659066]"
15677,"[11360778,12658406,11245914,12371376]"
15680,"[11659626,11360728,11360928,11361046]"
15687,"[11360654,11144260,11360680,11360654]"
15698,"[11407340,11659708,11360882,11659020]"
1573,"[11660000,11237172,11460696,11660000]"
15735,"[11360780,11141330,11460738,11335962]"
15736,"[12371244,11148888,12322658,11460916]"
15740,"[11144260,11148922,11659554,11460854]"
15749,"[11351668,11147292,11360912,11360912]"
15764,"[11141306,11141306,11245914,11141306]"
15770,"[11659402,11659402,11148966,11659456]"
15783,"[11139192,11360912,11361056,11460766]"
15788,"[11659346,11360894,11141346,11141324]"
15792,"[11658986,11141346,11659646,11407194]"
15802,"[11714540,12322658,12360436,11141328]"
15830,"[11659650,11659000,11141330,11460738]"
15832,"[11141324,11141328,11360942,11141324]"
15856,"[12407932,11460738,11660120,11659878]"
15870,"[11139194,11335966,11145624,11139192]"
15879,"[11659236,11460968,11360998,11591770]"
15880,"[12360422,11335962,11360894,11603798]"
15896,"[11603798,11360884,11407224,11139194]"
15930,"[11460928,11141346,11148888,11603796]"
15933,"[11659722,11148888,11245914,12657364]"
1594,"[11141306,11141306,11141306,11481078]"
15944,"[11148982,11148888,11461040,11659190]"
15950,"[12406880,11659340,11145624,11603772]"
15969,"[11659030,11141346,11360640,11147290]"
15973,"[11659238,11360912,11407242,11360884]"
15991,"[11659346,11150096,11360780,11659554]"
